76,0.10339117050170898,0.014746665954589844,1.6213016510009766,0
76,0.12345743179321289,0.017834186553955078,1.8533225059509277,0
76,0.10871458053588867,0.01293802261352539,2.073293924331665,0
76,0.10470032691955566,2.0987179279327393,0.06426405906677246,1
76,0.10254931449890137,1.8096094131469727,0.06400632858276367,2
76,0.09874749183654785,1.8903565406799316,0.06221318244934082,3
76,0.0999445915222168,1.833672285079956,0.06533980369567871,1
76,0.1053926944732666,1.8294777870178223,0.06624221801757812,1
76,0.10724806785583496,1.7676060199737549,0.06951212882995605,1
76,0.17482471466064453,1.6011695861816406,0.0642082691192627,1
604974,644.6348690986633,0.3082311153411865,356.3134753704071,0
76,0.07944464683532715,0.015848398208618164,1.4603264331817627,0
76,0.06974458694458008,0.006524801254272461,1.8338241577148438,0
76,0.08413863182067871,0.007055759429931641,1.5831255912780762,0
76,0.07426166534423828,0.0065326690673828125,1.7051684856414795,0
76,0.2429354190826416,0.012621402740478516,1.9322240352630615,0
86,0.09269523620605469,0.007539510726928711,1.5451600551605225,0
86,0.07460451126098633,0.005998373031616211,1.7089228630065918,0
86,0.08493280410766602,0.007011890411376953,1.7274208068847656,0
86,0.10765433311462402,1.7218797206878662,0.04496955871582031,1
86,0.07884979248046875,0.006553173065185547,1.677849292755127,0
86,0.08130979537963867,1.6615216732025146,0.05328249931335449,1
86,0.07631421089172363,1.7122468948364258,0.0542755126953125,2
86,0.08435177803039551,0.00653076171875,1.747769832611084,0
86,0.0809476375579834,1.6120901107788086,0.05431056022644043,1
86,0.0827491283416748,1.647979736328125,0.056963443756103516,2
86,0.08075118064880371,1.7512943744659424,0.05227494239807129,3
